geo,year,crop,area,prod
Luxembourg,2024,fresh_veg,450,10530
Luxembourg,2024,brassicas,30,970
Luxembourg,2024,cauli_broc,0,60
Luxembourg,2024,brusselssprouts,0,20
Luxembourg,2024,cabbage,20,890
Luxembourg,2024,leafy_stalkedveg,100,1690
Luxembourg,2024,lettuces,40,980
Luxembourg,2024,lettuce_ug,0,0
Luxembourg,2024,spinach,10,130
Luxembourg,2024,tomatoes,0,210
Luxembourg,2024,tomatoes_freshcons,0,210
Luxembourg,2024,tomatoes_processing,0,0
Luxembourg,2024,tomatoes_ug,0,NA
Luxembourg,2024,cucumbers,0,20
Luxembourg,2024,cucumbers_ug,0,20
Luxembourg,2024,watermelons,0,0
Luxembourg,2024,peppers,0,0
Luxembourg,2024,peppers_ug,0,0
Luxembourg,2024,carrots,40,1440
Luxembourg,2024,onions,50,1080
Luxembourg,2024,tomatoe_ug,NA,210
Luxembourg,2025,fresh_veg,NA,NA
Luxembourg,2025,brassicas,NA,NA
Luxembourg,2025,cauli_broc,NA,NA
Luxembourg,2025,brusselssprouts,NA,NA
Luxembourg,2025,cabbage,NA,NA
Luxembourg,2025,leafy_stalkedveg,NA,NA
Luxembourg,2025,lettuces,NA,NA
Luxembourg,2025,lettuce_ug,NA,NA
Luxembourg,2025,spinach,NA,NA
Luxembourg,2025,tomatoes,NA,NA
Luxembourg,2025,tomatoes_freshcons,NA,NA
Luxembourg,2025,tomatoes_processing,NA,NA
Luxembourg,2025,tomatoes_ug,NA,NA
Luxembourg,2025,cucumbers,NA,NA
Luxembourg,2025,cucumbers_ug,NA,NA
Luxembourg,2025,watermelons,NA,NA
Luxembourg,2025,peppers,NA,NA
Luxembourg,2025,peppers_ug,NA,NA
Luxembourg,2025,carrots,NA,NA
Luxembourg,2025,onions,NA,NA
Luxembourg,2025,tomatoe_ug,NA,NA
Hungary,2000,fresh_veg,90700,1499800
Hungary,2000,brassicas,5400,146200
Hungary,2000,cauli_broc,800,13700
Hungary,2000,brusselssprouts,NA,NA
Hungary,2000,cabbage,4000,119700
Hungary,2000,leafy_stalkedveg,500,0
Hungary,2000,lettuces,300,12400
Hungary,2000,lettuce_ug,NA,NA
Hungary,2000,spinach,400,7000
Hungary,2000,tomatoes,6000,203500
Hungary,2000,tomatoes_freshcons,NA,NA
Hungary,2000,tomatoes_processing,NA,NA
Hungary,2000,tomatoes_ug,NA,NA
Hungary,2000,cucumbers,3300,102700
Hungary,2000,cucumbers_ug,NA,NA
Hungary,2000,watermelons,7900,133400
Hungary,2000,peppers,6600,135400
Hungary,2000,peppers_ug,NA,NA
Hungary,2000,carrots,2900,89300
Hungary,2000,onions,4800,117400
Hungary,2000,tomatoe_ug,NA,NA
Hungary,2001,fresh_veg,101500,1857500
Hungary,2001,brassicas,7000,193500
Hungary,2001,cauli_broc,1600,19600
Hungary,2001,brusselssprouts,NA,NA
Hungary,2001,cabbage,5000,161300
Hungary,2001,leafy_stalkedveg,700,11900
Hungary,2001,lettuces,300,11900
Hungary,2001,lettuce_ug,NA,NA
Hungary,2001,spinach,0,NA
Hungary,2001,tomatoes,6300,235800
Hungary,2001,tomatoes_freshcons,NA,NA
Hungary,2001,tomatoes_processing,NA,NA
Hungary,2001,tomatoes_ug,NA,NA
Hungary,2001,cucumbers,2800,98600
Hungary,2001,cucumbers_ug,NA,NA
Hungary,2001,watermelons,8300,130199.99999999999
Hungary,2001,peppers,6900,134800
Hungary,2001,peppers_ug,NA,NA
Hungary,2001,carrots,3100,99300
Hungary,2001,onions,6100,174300
Hungary,2001,tomatoe_ug,NA,NA
Hungary,2002,fresh_veg,114900,1853700
Hungary,2002,brassicas,9600,209000
Hungary,2002,cauli_broc,2100,24400
Hungary,2002,brusselssprouts,NA,NA
Hungary,2002,cabbage,6300,157300
Hungary,2002,leafy_stalkedveg,2200,36500
Hungary,2002,lettuces,400,11700
Hungary,2002,lettuce_ug,NA,NA
Hungary,2002,spinach,400,7400
Hungary,2002,tomatoes,7200,247200
Hungary,2002,tomatoes_freshcons,NA,NA
Hungary,2002,tomatoes_processing,NA,NA
Hungary,2002,tomatoes_ug,NA,NA
Hungary,2002,cucumbers,3000,96400
Hungary,2002,cucumbers_ug,NA,NA
Hungary,2002,watermelons,9500,165600
Hungary,2002,peppers,200,118300
Hungary,2002,peppers_ug,NA,NA
Hungary,2002,carrots,3500,104000
Hungary,2002,onions,5000,122300
Hungary,2002,tomatoe_ug,NA,NA
Hungary,2003,fresh_veg,116800,1945300
Hungary,2003,brassicas,10100,226300
Hungary,2003,cauli_broc,1600,21700
Hungary,2003,brusselssprouts,NA,300
Hungary,2003,cabbage,5600,153300
Hungary,2003,leafy_stalkedveg,2300,32900
Hungary,2003,lettuces,200,10200
Hungary,2003,lettuce_ug,NA,NA
Hungary,2003,spinach,400,6600
Hungary,2003,tomatoes,6600,281200
Hungary,2003,tomatoes_freshcons,NA,NA
Hungary,2003,tomatoes_processing,NA,NA
Hungary,2003,tomatoes_ug,NA,NA
Hungary,2003,cucumbers,1700,94300
Hungary,2003,cucumbers_ug,NA,NA
Hungary,2003,watermelons,11200,228300
Hungary,2003,peppers,5800,109600
Hungary,2003,peppers_ug,NA,NA
Hungary,2003,carrots,3200,80700
Hungary,2003,onions,4600,93700
Hungary,2003,tomatoe_ug,NA,NA
Hungary,2004,fresh_veg,103000,2035900
Hungary,2004,brassicas,9300,258000
Hungary,2004,cauli_broc,1700,32500
Hungary,2004,brusselssprouts,0,500
Hungary,2004,cabbage,5100,176000
Hungary,2004,leafy_stalkedveg,2600,37900
Hungary,2004,lettuces,300,9700
Hungary,2004,lettuce_ug,NA,NA
Hungary,2004,spinach,400,6800
Hungary,2004,tomatoes,5900,269200
Hungary,2004,tomatoes_freshcons,NA,NA
Hungary,2004,tomatoes_processing,NA,NA
Hungary,2004,tomatoes_ug,NA,NA
Hungary,2004,cucumbers,2500,82700
Hungary,2004,cucumbers_ug,NA,NA
Hungary,2004,watermelons,11900,250800
Hungary,2004,peppers,5900,127800
Hungary,2004,peppers_ug,NA,NA
Hungary,2004,carrots,3100,107000
Hungary,2004,onions,4000,118800
Hungary,2004,tomatoe_ug,NA,NA
Hungary,2005,fresh_veg,84800,1549900
Hungary,2005,brassicas,6900,169900
Hungary,2005,cauli_broc,1600,24500
Hungary,2005,brusselssprouts,0,400
Hungary,2005,cabbage,3900,111700
Hungary,2005,leafy_stalkedveg,2200,24400
Hungary,2005,lettuces,300,8500
Hungary,2005,lettuce_ug,NA,NA
Hungary,2005,spinach,100,1700
Hungary,2005,tomatoes,3600,188400
Hungary,2005,tomatoes_freshcons,NA,NA
Hungary,2005,tomatoes_processing,NA,NA
Hungary,2005,tomatoes_ug,NA,NA
Hungary,2005,cucumbers,1000,70900
Hungary,2005,cucumbers_ug,NA,NA
Hungary,2005,watermelons,10200,214200
Hungary,2005,peppers,4300,114700
Hungary,2005,peppers_ug,NA,NA
Hungary,2005,carrots,2400,79900
Hungary,2005,onions,2900,92200
Hungary,2005,tomatoe_ug,NA,NA
Hungary,2006,fresh_veg,91200,1779800
Hungary,2006,brassicas,5100,139200
Hungary,2006,cauli_broc,1300,28700
Hungary,2006,brusselssprouts,0,400
Hungary,2006,cabbage,2400,77800
Hungary,2006,leafy_stalkedveg,2800,21800
Hungary,2006,lettuces,300,8900
Hungary,2006,lettuce_ug,NA,NA
Hungary,2006,spinach,100,2100
Hungary,2006,tomatoes,2900,204600
Hungary,2006,tomatoes_freshcons,NA,NA
Hungary,2006,tomatoes_processing,NA,NA
Hungary,2006,tomatoes_ug,NA,NA
Hungary,2006,cucumbers,1200,70900
Hungary,2006,cucumbers_ug,NA,NA
Hungary,2006,watermelons,6600,165300
Hungary,2006,peppers,6000,206400
Hungary,2006,peppers_ug,NA,NA
Hungary,2006,carrots,2700,83800
Hungary,2006,onions,3600,94700
Hungary,2006,tomatoe_ug,NA,NA
Hungary,2007,fresh_veg,90480,1759860
Hungary,2007,brassicas,4930,123910
Hungary,2007,cauli_broc,1220,17620
Hungary,2007,brusselssprouts,10,250
Hungary,2007,cabbage,2420,73010
Hungary,2007,leafy_stalkedveg,2210,26710
Hungary,2007,lettuces,180,7580
Hungary,2007,lettuce_ug,NA,NA
Hungary,2007,spinach,150,2950
Hungary,2007,tomatoes,2620,227630
Hungary,2007,tomatoes_freshcons,NA,NA
Hungary,2007,tomatoes_processing,NA,NA
Hungary,2007,tomatoes_ug,NA,NA
Hungary,2007,cucumbers,1120,51660
Hungary,2007,cucumbers_ug,NA,NA
Hungary,2007,watermelons,7900,163830
Hungary,2007,peppers,5230,208220
Hungary,2007,peppers_ug,NA,NA
Hungary,2007,carrots,2190,78300
Hungary,2007,onions,2490,69290
Hungary,2007,tomatoe_ug,NA,NA
Hungary,2008,fresh_veg,88520,1818100
Hungary,2008,brassicas,5230,143200
Hungary,2008,cauli_broc,1230,25140
Hungary,2008,brusselssprouts,20,380
Hungary,2008,cabbage,2620,78920
Hungary,2008,leafy_stalkedveg,2100,27580
Hungary,2008,lettuces,140,7520
Hungary,2008,lettuce_ug,NA,NA
Hungary,2008,spinach,150,3310
Hungary,2008,tomatoes,2280,205960
Hungary,2008,tomatoes_freshcons,NA,NA
Hungary,2008,tomatoes_processing,NA,NA
Hungary,2008,tomatoes_ug,NA,NA
Hungary,2008,cucumbers,980,55380
Hungary,2008,cucumbers_ug,NA,NA
Hungary,2008,watermelons,7870,224380
Hungary,2008,peppers,3640,166580
Hungary,2008,peppers_ug,NA,NA
Hungary,2008,carrots,1840,75150
Hungary,2008,onions,2570,67360
Hungary,2008,tomatoe_ug,NA,NA
Hungary,2009,fresh_veg,83090,1614340
Hungary,2009,brassicas,4790,127310
Hungary,2009,cauli_broc,1520,27150
Hungary,2009,brusselssprouts,10,210
Hungary,2009,cabbage,2420,76330
Hungary,2009,leafy_stalkedveg,2180,21530
Hungary,2009,lettuces,200,8420
Hungary,2009,lettuce_ug,NA,NA
Hungary,2009,spinach,210,2800
Hungary,2009,tomatoes,2340,192810
Hungary,2009,tomatoes_freshcons,NA,NA
Hungary,2009,tomatoes_processing,NA,NA
Hungary,2009,tomatoes_ug,NA,NA
Hungary,2009,cucumbers,820,36340
Hungary,2009,cucumbers_ug,NA,NA
Hungary,2009,watermelons,6920,220430
Hungary,2009,peppers,3960,168940
Hungary,2009,peppers_ug,NA,NA
Hungary,2009,carrots,1900,65630
Hungary,2009,onions,2370,61200
Hungary,2009,tomatoe_ug,NA,NA
Hungary,2010,fresh_veg,68360,1144360
Hungary,2010,brassicas,4790,98910
Hungary,2010,cauli_broc,1590,17390
Hungary,2010,brusselssprouts,10,130
Hungary,2010,cabbage,2390,57130
Hungary,2010,leafy_stalkedveg,1890,20690
Hungary,2010,lettuces,240,7870
Hungary,2010,lettuce_ug,250,NA
Hungary,2010,spinach,140,1990
Hungary,2010,tomatoes,1870,134270
Hungary,2010,tomatoes_freshcons,NA,NA
Hungary,2010,tomatoes_processing,NA,NA
Hungary,2010,tomatoes_ug,460,NA
Hungary,2010,cucumbers,200,15090
Hungary,2010,cucumbers_ug,130,NA
Hungary,2010,watermelons,5800,141090
Hungary,2010,peppers,2530,110520
Hungary,2010,peppers_ug,1750,NA
Hungary,2010,carrots,1690,58530
Hungary,2010,onions,1700,40900
Hungary,2010,tomatoe_ug,NA,NA
Hungary,2011,fresh_veg,76060,NA
Hungary,2011,brassicas,NA,NA
Hungary,2011,cauli_broc,1310,17160
Hungary,2011,brusselssprouts,NA,NA
Hungary,2011,cabbage,2790,80800
Hungary,2011,leafy_stalkedveg,0,0
Hungary,2011,lettuces,290,7630
Hungary,2011,lettuce_ug,NA,NA
Hungary,2011,spinach,330,5380
Hungary,2011,tomatoes,1980,163350
Hungary,2011,tomatoes_freshcons,NA,NA
Hungary,2011,tomatoes_processing,NA,NA
Hungary,2011,tomatoes_ug,450,NA
Hungary,2011,cucumbers,220,14690
Hungary,2011,cucumbers_ug,120,NA
Hungary,2011,watermelons,6390,202920
Hungary,2011,peppers,2170,118260
Hungary,2011,peppers_ug,1520,NA
Hungary,2011,carrots,1890,65150.00000000001
Hungary,2011,onions,2320,57590
Hungary,2011,tomatoe_ug,NA,NA
Hungary,2012,fresh_veg,77540,NA
Hungary,2012,brassicas,NA,NA
Hungary,2012,cauli_broc,1340,15850
Hungary,2012,brusselssprouts,NA,NA
Hungary,2012,cabbage,2590,65290.00000000001
Hungary,2012,leafy_stalkedveg,0,0
Hungary,2012,lettuces,350,8280
Hungary,2012,lettuce_ug,NA,NA
Hungary,2012,spinach,370,6460
Hungary,2012,tomatoes,1280,108800
Hungary,2012,tomatoes_freshcons,NA,NA
Hungary,2012,tomatoes_processing,NA,NA
Hungary,2012,tomatoes_ug,400,NA
Hungary,2012,cucumbers,260,13950
Hungary,2012,cucumbers_ug,100,NA
Hungary,2012,watermelons,6080,182710
Hungary,2012,peppers,2050,79780
Hungary,2012,peppers_ug,NA,NA
Hungary,2012,carrots,1960,74720
Hungary,2012,onions,2080,57180
Hungary,2012,tomatoe_ug,NA,NA
Hungary,2013,fresh_veg,76380,NA
Hungary,2013,brassicas,NA,NA
Hungary,2013,cauli_broc,1520,23470
Hungary,2013,brusselssprouts,NA,NA
Hungary,2013,cabbage,2560,66790
Hungary,2013,leafy_stalkedveg,0,0
Hungary,2013,lettuces,560,13690
Hungary,2013,lettuce_ug,NA,NA
Hungary,2013,spinach,360,5160
Hungary,2013,tomatoes,1740,135800
Hungary,2013,tomatoes_freshcons,NA,NA
Hungary,2013,tomatoes_processing,NA,NA
Hungary,2013,tomatoes_ug,400,NA
Hungary,2013,cucumbers,230,14590
Hungary,2013,cucumbers_ug,100,NA
Hungary,2013,watermelons,5810,190440
Hungary,2013,peppers,2130,77210
Hungary,2013,peppers_ug,NA,NA
Hungary,2013,carrots,2009.9999999999998,67430
Hungary,2013,onions,1990,59880
Hungary,2013,tomatoe_ug,NA,NA
Hungary,2014,fresh_veg,79880,1513550
Hungary,2014,brassicas,4460,96850
Hungary,2014,cauli_broc,1310,19900
Hungary,2014,brusselssprouts,20,190
Hungary,2014,cabbage,3000,69640
Hungary,2014,leafy_stalkedveg,2380,33460
Hungary,2014,lettuces,310,12250
Hungary,2014,lettuce_ug,NA,NA
Hungary,2014,spinach,410,6520
Hungary,2014,tomatoes,1880,153170
Hungary,2014,tomatoes_freshcons,1020,83650
Hungary,2014,tomatoes_processing,860,69520
Hungary,2014,tomatoes_ug,420,NA
Hungary,2014,cucumbers,230,15610
Hungary,2014,cucumbers_ug,100,NA
Hungary,2014,watermelons,6120,218510
Hungary,2014,peppers,1890,83590
Hungary,2014,peppers_ug,NA,NA
Hungary,2014,carrots,3850,119310
Hungary,2014,onions,2480,61870
Hungary,2014,tomatoe_ug,NA,NA
Hungary,2015,fresh_veg,84480,1601100
Hungary,2015,brassicas,4370,102590
Hungary,2015,cauli_broc,1140,18960
Hungary,2015,brusselssprouts,40,320
Hungary,2015,cabbage,2970,75180
Hungary,2015,leafy_stalkedveg,2370,32049.999999999996
Hungary,2015,lettuces,370,12060
Hungary,2015,lettuce_ug,100,NA
Hungary,2015,spinach,390,7430
Hungary,2015,tomatoes,2260,200350
Hungary,2015,tomatoes_freshcons,1200,130000
Hungary,2015,tomatoes_processing,900,70000
Hungary,2015,tomatoes_ug,200,NA
Hungary,2015,cucumbers,250,14900
Hungary,2015,cucumbers_ug,100,NA
Hungary,2015,watermelons,6020,196000
Hungary,2015,peppers,2670,117070
Hungary,2015,peppers_ug,NA,NA
Hungary,2015,carrots,1860,78160
Hungary,2015,onions,2130,60340
Hungary,2015,tomatoe_ug,NA,NA
Hungary,2016,fresh_veg,92530,1625770
Hungary,2016,brassicas,4430,90680
Hungary,2016,cauli_broc,1020,18380
Hungary,2016,brusselssprouts,40,220
Hungary,2016,cabbage,3140,66010
Hungary,2016,leafy_stalkedveg,2820,34760
Hungary,2016,lettuces,400,9480
Hungary,2016,lettuce_ug,NA,NA
Hungary,2016,spinach,410,9640
Hungary,2016,tomatoes,2080,173100
Hungary,2016,tomatoes_freshcons,NA,NA
Hungary,2016,tomatoes_processing,NA,NA
Hungary,2016,tomatoes_ug,NA,NA
Hungary,2016,cucumbers,400,20110
Hungary,2016,cucumbers_ug,NA,NA
Hungary,2016,watermelons,5410,184570
Hungary,2016,peppers,2790,139080
Hungary,2016,peppers_ug,NA,NA
Hungary,2016,carrots,1740,90930
Hungary,2016,onions,2200,62120
Hungary,2016,tomatoe_ug,NA,NA
Hungary,2017,fresh_veg,94110,1656960
Hungary,2017,brassicas,4240,91120
Hungary,2017,cauli_broc,1270,24470
Hungary,2017,brusselssprouts,40,210
Hungary,2017,cabbage,2750,59580
Hungary,2017,leafy_stalkedveg,2820,34420
Hungary,2017,lettuces,340,9010
Hungary,2017,lettuce_ug,NA,NA
Hungary,2017,spinach,370,8620
Hungary,2017,tomatoes,2190,184570
Hungary,2017,tomatoes_freshcons,NA,NA
Hungary,2017,tomatoes_processing,NA,NA
Hungary,2017,tomatoes_ug,NA,NA
Hungary,2017,cucumbers,380,19250
Hungary,2017,cucumbers_ug,NA,NA
Hungary,2017,watermelons,5270,181780
Hungary,2017,peppers,2570,134450
Hungary,2017,peppers_ug,NA,NA
Hungary,2017,carrots,1570,88460
Hungary,2017,onions,2009.9999999999998,55420
Hungary,2017,tomatoe_ug,NA,NA
Hungary,2018,fresh_veg,91010,1520020
Hungary,2018,brassicas,3550,73400
Hungary,2018,cauli_broc,1140,20100
Hungary,2018,brusselssprouts,20,140
Hungary,2018,cabbage,2310,50030
Hungary,2018,leafy_stalkedveg,2660,33830
Hungary,2018,lettuces,280,8630
Hungary,2018,lettuce_ug,NA,NA
Hungary,2018,spinach,450,8280
Hungary,2018,tomatoes,2500,211860
Hungary,2018,tomatoes_freshcons,NA,94070
Hungary,2018,tomatoes_processing,NA,117790
Hungary,2018,tomatoes_ug,NA,NA
Hungary,2018,cucumbers,310,17720
Hungary,2018,cucumbers_ug,NA,NA
Hungary,2018,watermelons,5090,178830
Hungary,2018,peppers,1910,98880
Hungary,2018,peppers_ug,NA,NA
Hungary,2018,carrots,1450,65510.00000000001
Hungary,2018,onions,1550,39370
Hungary,2018,tomatoe_ug,NA,NA
Hungary,2019,fresh_veg,89310,1492810
Hungary,2019,brassicas,3580,69120
Hungary,2019,cauli_broc,1110,18880
Hungary,2019,brusselssprouts,10,110
Hungary,2019,cabbage,2430,48480
Hungary,2019,leafy_stalkedveg,2710,33250
Hungary,2019,lettuces,300,8360
Hungary,2019,lettuce_ug,NA,NA
Hungary,2019,spinach,470,8390
Hungary,2019,tomatoes,2410,188600
Hungary,2019,tomatoes_freshcons,NA,NA
Hungary,2019,tomatoes_processing,NA,NA
Hungary,2019,tomatoes_ug,NA,NA
Hungary,2019,cucumbers,220,12610
Hungary,2019,cucumbers_ug,NA,NA
Hungary,2019,watermelons,5120,174630
Hungary,2019,peppers,1850,102570
Hungary,2019,peppers_ug,NA,NA
Hungary,2019,carrots,1610,82920
Hungary,2019,onions,1670,48510
Hungary,2019,tomatoe_ug,NA,NA
Hungary,2020,fresh_veg,83220,1424160
Hungary,2020,brassicas,2500,57390
Hungary,2020,cauli_broc,330,7240
Hungary,2020,brusselssprouts,10,90
Hungary,2020,cabbage,2110,47950
Hungary,2020,leafy_stalkedveg,2200,29990
Hungary,2020,lettuces,220,7800
Hungary,2020,lettuce_ug,NA,NA
Hungary,2020,spinach,460,8890
Hungary,2020,tomatoes,1820,154140
Hungary,2020,tomatoes_freshcons,NA,NA
Hungary,2020,tomatoes_processing,NA,NA
Hungary,2020,tomatoes_ug,NA,NA
Hungary,2020,cucumbers,280,17160
Hungary,2020,cucumbers_ug,NA,NA
Hungary,2020,watermelons,3740,147350
Hungary,2020,peppers,1570,87120
Hungary,2020,peppers_ug,NA,NA
Hungary,2020,carrots,1580,79230
Hungary,2020,onions,1660,54140
Hungary,2020,tomatoe_ug,NA,NA
Hungary,2021,fresh_veg,80960,1398190
Hungary,2021,brassicas,2490,57710
Hungary,2021,cauli_broc,350,7610
Hungary,2021,brusselssprouts,10,110
Hungary,2021,cabbage,2070,47310
Hungary,2021,leafy_stalkedveg,2250,32400
Hungary,2021,lettuces,240,8450
Hungary,2021,lettuce_ug,NA,NA
Hungary,2021,spinach,520,11800
Hungary,2021,tomatoes,1940,171770
Hungary,2021,tomatoes_freshcons,NA,NA
Hungary,2021,tomatoes_processing,NA,NA
Hungary,2021,tomatoes_ug,NA,NA
Hungary,2021,cucumbers,270,18190
Hungary,2021,cucumbers_ug,NA,NA
Hungary,2021,watermelons,3220,124020
Hungary,2021,peppers,1660,92790
Hungary,2021,peppers_ug,NA,NA
Hungary,2021,carrots,1830,96410
Hungary,2021,onions,1670,50290
Hungary,2021,tomatoe_ug,NA,NA
Hungary,2022,fresh_veg,76910,1232320
Hungary,2022,brassicas,2360,59920
Hungary,2022,cauli_broc,320,7610
Hungary,2022,brusselssprouts,0,80
Hungary,2022,cabbage,1960,49370
Hungary,2022,leafy_stalkedveg,2270,33350
Hungary,2022,lettuces,290,8880
Hungary,2022,lettuce_ug,NA,NA
Hungary,2022,spinach,480,12110
Hungary,2022,tomatoes,1680,137860
Hungary,2022,tomatoes_freshcons,NA,NA
Hungary,2022,tomatoes_processing,NA,NA
Hungary,2022,tomatoes_ug,NA,NA
Hungary,2022,cucumbers,250,16059.999999999998
Hungary,2022,cucumbers_ug,NA,NA
Hungary,2022,watermelons,2490,101360
Hungary,2022,peppers,1400,84990
Hungary,2022,peppers_ug,NA,NA
Hungary,2022,carrots,1400,70620
Hungary,2022,onions,1550,51410
Hungary,2022,tomatoe_ug,NA,NA
Hungary,2023,fresh_veg,79140,1438030
Hungary,2023,brassicas,2180,52600
Hungary,2023,cauli_broc,260,6260
Hungary,2023,brusselssprouts,0,60
Hungary,2023,cabbage,1830,43370
Hungary,2023,leafy_stalkedveg,2160,34340
Hungary,2023,lettuces,260,9100
Hungary,2023,lettuce_ug,NA,NA
Hungary,2023,spinach,480,12110
Hungary,2023,tomatoes,1780,177390
Hungary,2023,tomatoes_freshcons,NA,NA
Hungary,2023,tomatoes_processing,NA,NA
Hungary,2023,tomatoes_ug,NA,NA
Hungary,2023,cucumbers,250,21570
Hungary,2023,cucumbers_ug,NA,NA
Hungary,2023,watermelons,2880,124700
Hungary,2023,peppers,1320,91480
Hungary,2023,peppers_ug,NA,NA
Hungary,2023,carrots,1610,72350
Hungary,2023,onions,1670,58220
Hungary,2023,tomatoe_ug,NA,NA
Hungary,2024,fresh_veg,76430,1373290
Hungary,2024,brassicas,2240,51040
Hungary,2024,cauli_broc,240,5950
Hungary,2024,brusselssprouts,0,60
Hungary,2024,cabbage,1920,42070
Hungary,2024,leafy_stalkedveg,2140,36550
Hungary,2024,lettuces,240,9190
Hungary,2024,lettuce_ug,NA,NA
Hungary,2024,spinach,560,14020
Hungary,2024,tomatoes,1990,196930
Hungary,2024,tomatoes_freshcons,NA,NA
Hungary,2024,tomatoes_processing,NA,NA
Hungary,2024,tomatoes_ug,NA,NA
Hungary,2024,cucumbers,260,22000
Hungary,2024,cucumbers_ug,NA,NA
Hungary,2024,watermelons,3730,155880
Hungary,2024,peppers,1310,94360
Hungary,2024,peppers_ug,NA,NA
Hungary,2024,carrots,1220,79590
Hungary,2024,onions,2029.9999999999998,64040.00000000001
Hungary,2024,tomatoe_ug,NA,NA
Hungary,2025,fresh_veg,NA,NA
Hungary,2025,brassicas,NA,NA
Hungary,2025,cauli_broc,NA,NA
Hungary,2025,brusselssprouts,NA,NA
Hungary,2025,cabbage,NA,NA
Hungary,2025,leafy_stalkedveg,NA,NA
Hungary,2025,lettuces,NA,NA
Hungary,2025,lettuce_ug,NA,NA
Hungary,2025,spinach,NA,NA
Hungary,2025,tomatoes,NA,NA
Hungary,2025,tomatoes_freshcons,NA,NA
Hungary,2025,tomatoes_processing,NA,NA
Hungary,2025,tomatoes_ug,NA,NA
Hungary,2025,cucumbers,NA,NA
Hungary,2025,cucumbers_ug,NA,NA
Hungary,2025,watermelons,NA,NA
Hungary,2025,peppers,NA,NA
Hungary,2025,peppers_ug,NA,NA
Hungary,2025,carrots,NA,NA
Hungary,2025,onions,NA,NA
Hungary,2025,tomatoe_ug,NA,NA
Malta,2000,fresh_veg,0,60600
Malta,2000,brassicas,0,8300
Malta,2000,cauli_broc,0,4600
Malta,2000,brusselssprouts,0,0
Malta,2000,cabbage,0,2700
Malta,2000,leafy_stalkedveg,0,4400
Malta,2000,lettuces,0,2700
Malta,2000,lettuce_ug,NA,NA
Malta,2000,spinach,0,400
Malta,2000,tomatoes,0,20100
Malta,2000,tomatoes_freshcons,0,NA
Malta,2000,tomatoes_processing,NA,NA
Malta,2000,tomatoes_ug,NA,NA
Malta,2000,cucumbers,0,700
Malta,2000,cucumbers_ug,NA,NA
Malta,2000,watermelons,0,4200
Malta,2000,peppers,0,0
Malta,2000,peppers_ug,0,0
Malta,2000,carrots,0,2100
Malta,2000,onions,0,6300
Malta,2000,tomatoe_ug,NA,NA
Malta,2001,fresh_veg,0,57700
Malta,2001,brassicas,0,8100
Malta,2001,cauli_broc,0,4600
Malta,2001,brusselssprouts,0,0
Malta,2001,cabbage,0,2500
Malta,2001,leafy_stalkedveg,0,4400
Malta,2001,lettuces,0,2700
Malta,2001,lettuce_ug,NA,NA
Malta,2001,spinach,0,300
Malta,2001,tomatoes,0,18100
Malta,2001,tomatoes_freshcons,0,NA
Malta,2001,tomatoes_processing,NA,NA
Malta,2001,tomatoes_ug,NA,NA
Malta,2001,cucumbers,0,800
Malta,2001,cucumbers_ug,NA,NA
Malta,2001,watermelons,0,3800
Malta,2001,peppers,0,0
Malta,2001,peppers_ug,0,0
Malta,2001,carrots,0,1900
Malta,2001,onions,0,7300
Malta,2001,tomatoe_ug,NA,NA
Malta,2002,fresh_veg,0,52500
Malta,2002,brassicas,0,9100
Malta,2002,cauli_broc,0,5100
Malta,2002,brusselssprouts,0,0
Malta,2002,cabbage,0,2800
Malta,2002,leafy_stalkedveg,0,4400
Malta,2002,lettuces,0,2600
Malta,2002,lettuce_ug,NA,NA
Malta,2002,spinach,0,300
Malta,2002,tomatoes,0,11000
Malta,2002,tomatoes_freshcons,0,NA
Malta,2002,tomatoes_processing,NA,NA
Malta,2002,tomatoes_ug,NA,NA
Malta,2002,cucumbers,0,800
Malta,2002,cucumbers_ug,NA,NA
Malta,2002,watermelons,0,3900
Malta,2002,peppers,0,0
Malta,2002,peppers_ug,0,0
Malta,2002,carrots,0,2000
Malta,2002,onions,0,7400
Malta,2002,tomatoe_ug,NA,NA
Malta,2003,fresh_veg,0,54700
Malta,2003,brassicas,0,6500
Malta,2003,cauli_broc,0,3000
Malta,2003,brusselssprouts,0,0
Malta,2003,cabbage,0,2600
Malta,2003,leafy_stalkedveg,0,4600
Malta,2003,lettuces,0,2600
Malta,2003,lettuce_ug,NA,NA
Malta,2003,spinach,0,300
Malta,2003,tomatoes,0,14100
Malta,2003,tomatoes_freshcons,0,NA
Malta,2003,tomatoes_processing,NA,NA
Malta,2003,tomatoes_ug,NA,NA
Malta,2003,cucumbers,0,900
Malta,2003,cucumbers_ug,NA,NA
Malta,2003,watermelons,0,5300
Malta,2003,peppers,0,0
Malta,2003,peppers_ug,0,0
Malta,2003,carrots,0,1700
Malta,2003,onions,0,8100
Malta,2003,tomatoe_ug,NA,NA
Malta,2004,fresh_veg,0,61000
Malta,2004,brassicas,0,10100
Malta,2004,cauli_broc,0,5500
Malta,2004,brusselssprouts,0,0
Malta,2004,cabbage,0,3500
Malta,2004,leafy_stalkedveg,0,5300
Malta,2004,lettuces,0,2700
Malta,2004,lettuce_ug,NA,NA
Malta,2004,spinach,0,300
Malta,2004,tomatoes,0,15400
Malta,2004,tomatoes_freshcons,0,NA
